ogc_fid,fid,ogc_fid1,ogc_fid0,edname,small_area
619,695,9491.0,9489.0,Rush,267118003
620,696,9492.0,9490.0,Rush,267118017/02
621,697,9557.0,9555.0,Balbriggan Urban,267003016
622,698,9558.0,9556.0,Balbriggan Urban,267003006
624,700,9599.0,9597.0,Balbriggan Rural,267002025
625,701,10907.0,10906.0,Rathcoole,267112003
626,702,11006.0,11005.0,Edmondstown,267083004
627,703,11334.0,11333.0,Cherry Orchard A,268038003
628,704,11335.0,11334.0,Cherry Orchard C,268040003/01
629,705,11336.0,11335.0,Cherry Orchard A,268038002
630,706,11337.0,11336.0,Terenure A,268144010
631,707,11415.0,11414.0,Kimmage E,268094010
632,708,11416.0,11415.0,Kimmage E,268094013
633,709,11417.0,11416.0,Kimmage E,268094014
634,710,11427.0,11426.0,Templeogue-Limekiln,267151007
635,711,11428.0,11427.0,Templeogue-Orwell,267152002
636,712,11429.0,11428.0,Templeogue-Kimmage Manor,267150003
637,713,11529.0,11528.0,Bohernabreena,267035007
638,714,11530.0,11529.0,Firhouse-Ballycullen,267085024
639,715,11534.0,11533.0,Tallaght-Killinardan,267141007
640,716,11538.0,11537.0,Tallaght-Kiltipper,267143003
641,717,11546.0,11545.0,Firhouse Village,267084019
642,718,11550.0,11549.0,Tallaght-Jobstown,267140032
643,719,11551.0,11550.0,Tallaght-Jobstown,267140045
644,720,11552.0,11551.0,Firhouse Village,267084014
645,721,11555.0,11554.0,Firhouse Village,267084018
646,722,11556.0,11555.0,Firhouse-Ballycullen,267085005/267085009
647,723,11557.0,11556.0,Firhouse-Ballycullen,267085013
648,724,11558.0,11557.0,Bohernabreena,267035014
649,725,11559.0,11558.0,Bohernabreena,267035009
650,726,11560.0,11559.0,Rathcoole,267112009
651,727,11561.0,11560.0,Rathcoole,267112014
652,728,11562.0,11561.0,Firhouse Village,267084016
653,729,11563.0,11562.0,Firhouse Village,267084013
654,730,11564.0,11563.0,Firhouse Village,267084015
655,731,11565.0,11564.0,Tallaght-Kiltipper,267143025
656,732,11570.0,11569.0,Firhouse Village,267084027
657,733,11571.0,11570.0,Firhouse Village,267084002
658,734,11572.0,11571.0,Firhouse Village,267084021
659,735,11573.0,11572.0,Firhouse Village,267084008
660,736,11574.0,11573.0,Firhouse Village,267084011
661,737,11575.0,11574.0,Firhouse Village,267084012
662,738,11576.0,11575.0,Bohernabreena,267035004
663,739,11577.0,11576.0,Tallaght-Kiltipper,267143017
664,740,11578.0,11577.0,Tallaght-Kiltipper,267143015
665,741,11579.0,11578.0,Tallaght-Kiltipper,267143016
666,742,11580.0,11579.0,Tallaght-Kiltipper,267143014
667,743,11581.0,11580.0,Tallaght-Kiltipper,267143010
668,744,11585.0,11584.0,Tallaght-Killinardan,267141008
669,745,11586.0,11585.0,Tallaght-Kiltipper,267143006
670,746,11587.0,11586.0,Tallaght-Kiltipper,267143020
671,747,11588.0,11587.0,Tallaght-Jobstown,267140025
672,748,11589.0,11588.0,Bohernabreena,267035003
673,749,11590.0,11589.0,Rathcoole,267112015
674,750,11605.0,11604.0,Rathcoole,267112005/01
675,751,11611.0,11610.0,Tallaght-Jobstown,267140011
676,752,11613.0,11612.0,Newcastle,267107013
677,753,11614.0,11613.0,Rathcoole,267112010
678,754,11615.0,11614.0,Rathcoole,267112004
679,755,11616.0,11615.0,Rathcoole,267112006
680,756,11621.0,11620.0,Tallaght-Jobstown,267140013
681,757,11622.0,11621.0,Tallaght-Jobstown,267140014
682,758,11623.0,11622.0,Tallaght-Jobstown,267140002
683,759,11624.0,11623.0,Saggart,267119007
684,760,11625.0,11624.0,Tallaght-Jobstown,267140026
685,761,11626.0,11625.0,Saggart,267119005
686,762,11632.0,11631.0,Tallaght-Jobstown,267140055/01
687,763,11633.0,11632.0,Tallaght-Fettercairn,267138003
688,764,11634.0,11633.0,Tallaght-Fettercairn,267138015
689,765,11636.0,11635.0,Saggart,267119004/01
690,768,11651.0,11650.0,Tallaght-Jobstown,267140008
691,769,11681.0,11680.0,Tallaght-Killinardan,267141001
692,770,11691.0,11690.0,Tallaght-Jobstown,267140019
693,771,11692.0,11691.0,Tallaght-Jobstown,267140018
694,772,11697.0,11696.0,Rathcoole,267112008/01
695,773,11698.0,11697.0,Tallaght-Jobstown,267140005
696,774,11699.0,11698.0,Tallaght-Jobstown,267140009
697,775,11700.0,11699.0,Tallaght-Jobstown,267140052
698,776,11709.0,11708.0,Tallaght-Kiltipper,267143021
699,777,11717.0,11716.0,Tallaght-Killinardan,267141003
700,778,11718.0,11717.0,Bohernabreena,267035005
701,779,11738.0,11737.0,Blackrock-Monkstown,267017008
702,780,11739.0,11738.0,Stillorgan-Mount Merrion,267128002
703,781,11740.0,11739.0,Stillorgan-Priory,267129002
704,782,11805.0,11804.0,Cabinteely-Pottery,267039010
705,783,11806.0,11805.0,Blackrock-Carysfort,267020012
706,784,11807.0,11806.0,Blackrock-Newpark,267023005
707,785,11808.0,11807.0,Blackrock-Newpark,267023003
708,786,11820.0,11819.0,Dundrum-Sweetmount,267081006
709,787,11821.0,11820.0,Dundrum-Taney,267082001
710,788,11822.0,11821.0,Dundrum-Taney,267082002
711,789,11832.0,11831.0,Tallaght-Fettercairn,267138019
712,790,11833.0,11832.0,Tallaght-Fettercairn,267138007
713,791,11834.0,11833.0,Tallaght-Fettercairn,267138009
714,792,11835.0,11834.0,Tallaght-Fettercairn,267138010
715,793,11905.0,11904.0,Rathfarnham-Hermitage,267115016
716,794,11906.0,11905.0,Templeogue-Orwell,267152004
717,795,11907.0,11906.0,Templeogue-Cypress,267149005
718,796,11908.0,11907.0,Cherry Orchard C,268040001
719,797,11909.0,11908.0,Cherry Orchard C,268040007
720,798,11910.0,11909.0,Cherry Orchard C,268040006
721,799,11911.0,11910.0,Cherry Orchard A,268038006
722,800,11912.0,11911.0,Clondalkin-Moorfield,267051014/01
723,801,11913.0,11912.0,Carna,268039001
724,802,11914.0,11913.0,Terenure-Cherryfield,267155006
725,803,11915.0,11914.0,Carna,268039002
726,804,11916.0,11915.0,Carna,268039007
727,805,11917.0,11916.0,Carna,268039005
728,806,11918.0,11917.0,Kylemore,268095002
729,807,11919.0,11918.0,Drumfinn,268061004
730,808,11920.0,11919.0,Carna,268039003
731,809,11925.0,11924.0,Crumlin D,268054006
732,810,11926.0,11925.0,Kimmage A,268090004
733,811,11927.0,11926.0,Kimmage C,268092007
734,812,11928.0,11927.0,Kimmage A,268090005
735,813,11929.0,11928.0,Kimmage B,268091009
736,814,11930.0,11929.0,Rathmines West F,268137010
737,815,11931.0,11930.0,Kimmage B,268091011
738,816,11932.0,11931.0,Rathfarnham-Hermitage,267115007
739,817,11933.0,11932.0,Rathfarnham-Hermitage,267115008
740,818,11937.0,11936.0,Drumfinn,268061005
741,819,11938.0,11937.0,Drumfinn,268061007
742,820,11939.0,11938.0,Drumfinn,268061006
743,821,11941.0,11940.0,Drumfinn,268061009
744,822,11942.0,11941.0,Kylemore,268095001
745,823,11943.0,11942.0,Kylemore,268095006
746,824,11944.0,11943.0,Inchicore B,268079008
747,825,11945.0,11944.0,Crumlin A,268051004
748,826,11946.0,11945.0,Inchicore A,268078004
749,827,11947.0,11946.0,Kylemore,268095005
750,828,11948.0,11947.0,Kylemore,268095003
751,829,11949.0,11948.0,Kylemore,268095004
752,830,11950.0,11949.0,Kylemore,268095009
753,831,11951.0,11950.0,Walkinstown C,268156007
754,832,11952.0,11951.0,Walkinstown C,268156008
755,833,11959.0,11958.0,Terenure C,268146005
756,834,11960.0,11959.0,Rathfarnham Village,267117012
757,835,11961.0,11960.0,Rathfarnham Village,267117005
758,836,11962.0,11961.0,Clondalkin-Monastery,267050025
759,837,11963.0,11962.0,Clondalkin-Monastery,267050024
760,838,11964.0,11963.0,Clondalkin-Monastery,267050027
761,839,11965.0,11964.0,Clondalkin-Monastery,267050030
762,840,11966.0,11965.0,Clondalkin-Monastery,267050034
763,841,11967.0,11966.0,Terenure-St. James,267157001
764,842,11971.0,11970.0,Kilmainham A,268083002
765,843,11972.0,11971.0,Terenure-Cherryfield,267155008
766,844,11973.0,11972.0,Terenure-Greentrees,267156009
767,845,11974.0,11973.0,Terenure-Greentrees,267156008
768,846,11975.0,11974.0,Terenure-Cherryfield,267155003
769,847,11976.0,11975.0,Terenure-Greentrees,267156001
770,848,11977.0,11976.0,Walkinstown C,268156001
771,849,11978.0,11977.0,Kimmage E,268094002
772,850,11979.0,11978.0,Crumlin D,268054012
773,851,11980.0,11979.0,Terenure-Greentrees,267156011
774,852,11981.0,11980.0,Templeogue-Kimmage Manor,267150006
775,853,11982.0,11981.0,Kimmage E,268094012
776,854,11983.0,11982.0,Kimmage E,268094001
777,855,11987.0,11986.0,Kimmage C,268092003
778,856,11988.0,11987.0,Terenure A,268144009
779,857,11989.0,11988.0,Rathmines West F,268137002
780,858,11990.0,11989.0,Rathmines West F,268137001
781,859,11991.0,11990.0,Kilmainham B,268084001
782,860,11992.0,11991.0,Terenure A,268144015
783,861,11993.0,11992.0,Rathmines West A,268132008
784,862,11994.0,11993.0,Crumlin A,268051012
785,863,11995.0,11994.0,Rathfarnham-Hermitage,267115005
786,864,11996.0,11995.0,Templeogue Village,267154001
787,865,11997.0,11996.0,Templeogue Village,267154005
788,866,11998.0,11997.0,Kimmage A,268090002
789,867,12002.0,12001.0,Kimmage E,268094007
790,868,12003.0,12002.0,Kimmage E,268094011
791,869,12004.0,12003.0,Kimmage D,268093002
792,870,12005.0,12004.0,Kimmage D,268093003
793,871,12006.0,12005.0,Kimmage D,268093004
794,872,12007.0,12006.0,Kimmage D,268093001
795,873,12008.0,12007.0,Crumlin D,268054004
796,874,12009.0,12008.0,Crumlin F,268056010
797,875,12010.0,12009.0,Rathmines West E,268136004
798,876,12011.0,12010.0,Kimmage D,268093010
799,877,12012.0,12011.0,Terenure-St. James,267157006
800,878,12015.0,12014.0,Rathfarnham-Ballyroan,267113003
801,879,12016.0,12015.0,Templeogue-Cypress,267149010
802,880,12017.0,12016.0,Templeogue Village,267154003
803,881,12018.0,12017.0,Templeogue Village,267154004
804,882,12019.0,12018.0,Templeogue Village,267154002
805,883,12020.0,12019.0,Churchtown-Landscape,267043003
806,884,12021.0,12020.0,Rathfarnham,268127005
807,885,12022.0,12021.0,Rathfarnham,268127013
808,886,12023.0,12022.0,Rathfarnham,268127014
809,887,12024.0,12023.0,Terenure-St. James,267157009
810,888,12025.0,12024.0,Terenure-Cherryfield,267155005
811,889,12026.0,12025.0,Terenure B,268145014
812,890,12029.0,12028.0,Kimmage A,268090006
813,891,12030.0,12029.0,Kimmage A,268090007
814,892,12031.0,12030.0,Kimmage B,268091002
815,893,12032.0,12031.0,Crumlin D,268054015
816,894,12033.0,12032.0,Ushers A,268148002
817,895,12034.0,12033.0,Terenure B,268145015
818,896,12035.0,12034.0,Rathmines West E,268136012
819,897,12036.0,12035.0,Terenure B,268145007
820,898,12037.0,12036.0,Templeogue-Kimmage Manor,267150014
821,899,12038.0,12037.0,Kimmage C,268092008
822,900,12039.0,12038.0,Ushers F,268153004
823,901,12040.0,12039.0,Kilmainham C,268085006
824,902,12041.0,12040.0,Kilmainham B,268084003
825,903,12042.0,12041.0,Kilmainham C,268085009
826,904,12043.0,12042.0,Kilmainham B,268084005
827,905,12044.0,12043.0,Terenure A,268144005
828,906,12045.0,12044.0,Crumlin D,268054014
829,907,12046.0,12045.0,Decies,268057009
830,908,12047.0,12046.0,Decies,268057007
831,909,12048.0,12047.0,Templeogue-Kimmage Manor,267150016
832,910,12049.0,12048.0,Templeogue-Kimmage Manor,267150005
833,911,12051.0,12050.0,Kimmage D,268093005
834,912,12052.0,12051.0,Terenure A,268144006
835,913,12053.0,12052.0,Terenure A,268144004
836,914,12054.0,12053.0,Terenure A,268144003
837,915,12055.0,12054.0,Terenure A,268144008
838,916,12056.0,12055.0,Terenure A,268144007
839,917,12057.0,12056.0,Crumlin B,268052006
840,918,12058.0,12057.0,Terenure-Greentrees,267156004
841,919,12059.0,12058.0,Terenure A,268144013
842,920,12060.0,12059.0,Rathmines West E,268136009
843,921,12061.0,12060.0,Rathmines West D,268135005
844,922,12062.0,12061.0,Terenure A,268144002
845,923,12063.0,12062.0,Rathmines West E,268136013
846,924,12066.0,12065.0,Terenure-Cherryfield,267155004
847,925,12067.0,12066.0,Walkinstown A,268154003
848,926,12071.0,12070.0,Templeogue-Orwell,267152007
849,927,12072.0,12071.0,Templeogue-Kimmage Manor,267150015
850,928,12073.0,12072.0,Templeogue-Kimmage Manor,267150013
851,929,12074.0,12073.0,Rathfarnham,268127016
852,930,12075.0,12074.0,Rathfarnham,268127015
853,931,12076.0,12075.0,Rathfarnham,268127001
854,932,12077.0,12076.0,Walkinstown B,268155001
855,933,12078.0,12077.0,Walkinstown C,268156006
856,934,12079.0,12078.0,Walkinstown C,268156003
857,935,12080.0,12079.0,Crumlin B,268052010
858,936,12081.0,12080.0,Crumlin E,268055009
859,937,12082.0,12081.0,Rathmines West A,268132003
860,938,12083.0,12082.0,Rathmines West A,268132002
861,939,12084.0,12083.0,Crumlin E,268055004
862,940,12085.0,12084.0,Crumlin B,268052009
863,941,12086.0,12085.0,Crumlin B,268052002
864,942,12087.0,12086.0,Crumlin B,268052008
865,943,12088.0,12087.0,Crumlin B,268052007
866,944,12089.0,12088.0,Crumlin C,268053002
867,945,12090.0,12089.0,Crumlin C,268053004
868,946,12091.0,12090.0,Crumlin C,268053010
869,947,12092.0,12091.0,Chapelizod,268037007
870,948,12093.0,12092.0,Crumlin E,268055008
871,949,12094.0,12093.0,Crumlin A,268051006
872,950,12095.0,12094.0,Templeogue-Kimmage Manor,267150010
873,951,12096.0,12095.0,Rathfarnham Village,267117010
874,952,12097.0,12096.0,Ushers A,268148001
875,953,12098.0,12097.0,Ushers A,268148003
876,954,12099.0,12098.0,Kylemore,268095007
877,955,12100.0,12099.0,Kylemore,268095008
878,956,12101.0,12100.0,Crumlin D,268054005
879,957,12102.0,12101.0,Decies,268057010
880,958,12103.0,12102.0,Decies,268057011
881,959,12104.0,12103.0,Decies,268057004
882,960,12105.0,12104.0,Kilmainham A,268083003
883,961,12106.0,12105.0,Kimmage B,268091010
884,962,12107.0,12106.0,Kilmainham C,268085001/02
885,963,12108.0,12107.0,Rathfarnham-Hermitage,267115015
886,964,12109.0,12108.0,Rathfarnham Village,267117011
887,965,12111.0,12110.0,Kilmainham B,268084008
888,966,12112.0,12111.0,Kilmainham C,268085010/02
889,967,12113.0,12112.0,Kilmainham B,268084009
890,968,12114.0,12113.0,Kilmainham C,268085016
891,969,12115.0,12114.0,Ushers F,268153008
892,970,12116.0,12115.0,Crumlin B,268052004
893,971,12117.0,12116.0,Ushers E,268152002
894,972,12118.0,12117.0,Kilmainham B,268084002
895,973,12119.0,12118.0,Crumlin E,268055010
896,974,12120.0,12119.0,Crumlin A,268051001
897,975,12121.0,12120.0,Rathfarnham,268127003
898,976,12123.0,12122.0,Walkinstown A,268154007
899,977,12124.0,12123.0,Walkinstown B,268155004
900,978,12128.0,12127.0,Templeogue Village,267154008
901,979,12129.0,12128.0,Rathfarnham-Butterfield,267114008
902,980,12130.0,12129.0,Rathfarnham Village,267117007
903,981,12131.0,12130.0,Clondalkin-Monastery,267050036
904,982,12132.0,12131.0,Clondalkin-Monastery,267050021
905,983,12133.0,12132.0,Crumlin F,268056011
906,984,12134.0,12133.0,Carna,268039006
907,985,12135.0,12134.0,Carna,268039009
908,986,12136.0,12135.0,Clondalkin-Rowlagh,267052003
909,987,12137.0,12136.0,Ballyboden,267013012
910,988,12138.0,12137.0,Rathfarnham-Ballyroan,267113006
911,989,12139.0,12138.0,Rathfarnham-Ballyroan,267113005
912,990,12140.0,12139.0,Ballyboden,267013013
913,991,12141.0,12140.0,Ballinteer-Marley,267010002
914,992,12142.0,12141.0,Rathfarnham-Hermitage,267115017
915,993,12143.0,12142.0,Rathfarnham-St. Enda's,267116005
916,994,12144.0,12143.0,Rathfarnham-Hermitage,267115006
917,995,12145.0,12144.0,Tallaght-Millbrook,267145007
918,996,12146.0,12145.0,Clondalkin-Ballymount,267047003
919,997,12147.0,12146.0,Tallaght-Kilnamanagh,267142004
920,998,12148.0,12147.0,Tallaght-Oldbawn,267146001
921,999,12149.0,12148.0,Tallaght-Tymon,267148003
922,1000,12150.0,12149.0,Tallaght-Kilnamanagh,267142009
923,1001,12151.0,12150.0,Rathfarnham-Butterfield,267114006
924,1002,12152.0,12151.0,Rathfarnham-St. Enda's,267116006
925,1003,12153.0,12152.0,Tallaght-Oldbawn,267146013
926,1004,12154.0,12153.0,Ashtown B,268007012
927,1005,12155.0,12154.0,Inns Quay C,268082001
928,1006,12156.0,12155.0,Arran Quay C,268003003
929,1007,12157.0,12156.0,Inns Quay C,268082010
930,1008,12158.0,12157.0,Tallaght-Kilnamanagh,267142005
931,1009,12159.0,12158.0,Lucan-St. Helen's,267103004
932,1010,12160.0,12159.0,Lucan-Esker,267100006
933,1011,12161.0,12160.0,Tallaght-Tymon,267148017
934,1012,12162.0,12161.0,Tallaght-Kilnamanagh,267142008
935,1013,12163.0,12162.0,Templeogue-Limekiln,267151002
936,1014,12164.0,12163.0,Templeogue-Kimmage Manor,267150012
937,1015,12165.0,12164.0,Templeogue-Limekiln,267151013
938,1016,12166.0,12165.0,Templeogue-Osprey,267153004
939,1017,12167.0,12166.0,Templeogue-Osprey,267153003
940,1018,12168.0,12167.0,Ballyboden,267013014
941,1019,12169.0,12168.0,Ballyboden,267013010
942,1020,12170.0,12169.0,Tallaght-Springfield,267147010
943,1021,12171.0,12170.0,Lucan-Esker,267100009
944,1022,12172.0,12171.0,Lucan-Esker,267100012
945,1023,12173.0,12172.0,Lucan-Esker,267100047
946,1024,12174.0,12173.0,Lucan-Esker,267100015
947,1025,12175.0,12174.0,Templeogue-Kimmage Manor,267150018
948,1026,12176.0,12175.0,Templeogue-Kimmage Manor,267150017
949,1027,12177.0,12176.0,Templeogue-Kimmage Manor,267150007
950,1028,12178.0,12177.0,Terenure C,268146004
951,1029,12179.0,12178.0,Rathfarnham-Butterfield,267114002
952,1030,12180.0,12179.0,Rathfarnham-St. Enda's,267116012
953,1031,12181.0,12180.0,Rathfarnham-Butterfield,267114011
954,1032,12182.0,12181.0,Rathfarnham-Butterfield,267114010
955,1033,12183.0,12182.0,Lucan-St. Helen's,267103016/03
956,1034,12184.0,12183.0,Clondalkin-Monastery,267050035
957,1035,12185.0,12184.0,Clondalkin-Moorfield,267051011
958,1036,12186.0,12185.0,Tallaght-Killinardan,267141010
959,1037,12187.0,12186.0,Tallaght-Killinardan,267141004
960,1038,12188.0,12187.0,Tallaght-Oldbawn,267146002
961,1039,12189.0,12188.0,Clondalkin-Rowlagh,267052001
962,1040,12190.0,12189.0,Clondalkin-Moorfield,267051003
963,1041,12191.0,12190.0,Tallaght-Oldbawn,267146004
964,1042,12192.0,12191.0,Clondalkin-Rowlagh,267052009
965,1043,12193.0,12192.0,Clondalkin-Rowlagh,267052012
966,1044,12194.0,12193.0,Clondalkin-Rowlagh,267052013
967,1045,12195.0,12194.0,Clondalkin-Moorfield,267051006
968,1046,12196.0,12195.0,Clondalkin-Monastery,267050015
969,1047,12197.0,12196.0,Clondalkin-Moorfield,267051007
970,1048,12198.0,12197.0,Clondalkin-Moorfield,267051005
971,1049,12199.0,12198.0,Tallaght-Tymon,267148013
972,1050,12200.0,12199.0,Firhouse-Knocklyon,267086011
973,1051,12201.0,12200.0,Firhouse-Knocklyon,267086007
974,1052,12202.0,12201.0,Firhouse-Knocklyon,267086012
975,1053,12203.0,12202.0,Tallaght-Oldbawn,267146006
976,1054,12204.0,12203.0,Tallaght-Oldbawn,267146012
977,1055,12205.0,12204.0,Tallaght-Kingswood,267144007
978,1056,12206.0,12205.0,Tallaght-Millbrook,267145011
979,1057,12207.0,12206.0,Tallaght-Springfield,267147011
980,1058,12208.0,12207.0,Tallaght-Springfield,267147016
981,1059,12209.0,12208.0,Tallaght-Springfield,267147008/02
982,1060,12210.0,12209.0,Tallaght-Kingswood,267144006
983,1061,12211.0,12210.0,Clondalkin-Moorfield,267051016
984,1062,12212.0,12211.0,Tallaght-Springfield,267147020
985,1063,12213.0,12212.0,Tallaght-Millbrook,267145005
986,1064,12214.0,12213.0,Tallaght-Glenview,267139001
987,1065,12215.0,12214.0,Tallaght-Jobstown,267140048
988,1066,12216.0,12215.0,Tallaght-Killinardan,267141011
989,1067,12217.0,12216.0,Tallaght-Springfield,267147001
990,1068,12218.0,12217.0,Tallaght-Fettercairn,267138020
991,1069,12219.0,12218.0,Firhouse-Knocklyon,267086004
992,1070,12220.0,12219.0,Firhouse-Knocklyon,267086009
993,1071,12221.0,12220.0,Ballyboden,267013016
994,1072,12222.0,12221.0,Rathfarnham-Ballyroan,267113008
995,1073,12223.0,12222.0,Edmondstown,267083019
996,1074,12224.0,12223.0,Edmondstown,267083008
997,1075,12225.0,12224.0,Rathfarnham-St. Enda's,267116002
998,1076,12226.0,12225.0,Tallaght-Kilnamanagh,267142013
999,1077,12227.0,12226.0,Tallaght-Kilnamanagh,267142010
1000,1078,12228.0,12227.0,Palmerston Village,267108007
1001,1079,12229.0,12228.0,Palmerston Village,267108006
1002,1080,12230.0,12229.0,Lucan-Esker,267100014
1003,1081,12231.0,12230.0,Lucan-Esker,267100050
1004,1082,12232.0,12231.0,Lucan-Esker,267100051
1005,1083,12233.0,12232.0,Churchtown-Landscape,267043004
1006,1084,12234.0,12233.0,Terenure D,268147002
1007,1085,12235.0,12234.0,Terenure C,268146006
1008,1086,12236.0,12235.0,Terenure C,268146001
1009,1087,12237.0,12236.0,Tallaght-Fettercairn,267138013/01
1010,1088,12238.0,12237.0,Clondalkin Village,267053021
1011,1089,12239.0,12238.0,Clondalkin Village,267053023
1012,1090,12240.0,12239.0,Palmerston Village,267108004
1013,1091,12241.0,12240.0,Pembroke West B,268116009
1014,1092,12242.0,12241.0,Pembroke West B,268116011
1015,1093,12243.0,12242.0,Pembroke East E,268114008
1016,1094,12244.0,12243.0,Tallaght-Avonbeg,267136002
1017,1095,12245.0,12244.0,Tallaght-Tymon,267148008
1018,1096,12246.0,12245.0,Tallaght-Belgard,267137006
1019,1097,12247.0,12246.0,Tallaght-Belgard,267137002
1020,1098,12248.0,12247.0,Tallaght-Belgard,267137004
1021,1099,12249.0,12248.0,Clondalkin-Moorfield,267051002
1022,1100,12250.0,12249.0,Clondalkin-Moorfield,267051004
1023,1101,12251.0,12250.0,Clondalkin-Rowlagh,267052004
1024,1102,12252.0,12251.0,Tallaght-Millbrook,267145006
1025,1103,12253.0,12252.0,Tallaght-Avonbeg,267136004
1026,1104,12254.0,12253.0,Tallaght-Avonbeg,267136003
1027,1105,12255.0,12254.0,Tallaght-Glenview,267139002
1028,1106,12256.0,12255.0,Tallaght-Tymon,267148004
1029,1107,12257.0,12256.0,Pembroke East C,268112016
1030,1108,12258.0,12257.0,Pembroke East B,268111011
1031,1109,12259.0,12258.0,Blanchardstown-Blakestown,267028066/02
1032,1110,12260.0,12259.0,Rathfarnham-St. Enda's,267116010
